county_fips,county_name,state_name,allindustries_2012,allindustries_2013,allindustries_2014,allindustries_2015,pop_2012,pop_2013,pop_2014,pop_2015,metro,specialize
'51105',Lee,VA,393625,393989,400459,407886,25556,25207,24903,24712,Non-Metro,Federal/State Government
'51111',Lunenburg,VA,202487,203711,196961,201618,12633,12525,12483,12337,Non-Metro,Federal/State Government
'51135',Nottoway,VA,442357,443398,442048,453809,15775,15663,15519,15651,Non-Metro,Federal/State Government
'51145',Powhatan,VA,603697,627304,663247,695056,28172,28290,28477,28047,Metro,Federal/State Government
'51147',Prince Edward,VA,628241,637596,641198,664054,23188,22781,23055,23221,Non-Metro,Federal/State Government
'51159',Richmond,VA,216603,219514,220703,213015,9037,8916,8841,8774,Non-Metro,Federal/State Government
'51179',Stafford,VA,4619054,4775024,4779228,4972666,134472,137071,140046,141792,Metro,Federal/State Government
'51183',Sussex,VA,301554,311716,343486,354975,11929,11783,11731,11720,Metro,Federal/State Government
'51510',Alexandria (Independent City),VA,15422673,15592150,15620523,16264210,147357,149819,151206,153172,Metro,Federal/State Government
'51650',Hampton (Independent City),VA,6326584,6535401,6727840,6781611,137104,137321,137754,136354,Metro,Federal/State Government
'51710',Norfolk (Independent City),VA,20659234,21032188,21655931,22852053,245962,245168,246245,246130,Metro,Federal/State Government
'51740',Portsmouth (Independent City),VA,4988844,5168781,5321817,5624266,96567,96185,95994,96356,Metro,Federal/State Government
'51760',Richmond (Independent City),VA,21200615,21568789,20838652,20504513,210826,213701,216541,219628,Metro,Federal/State Government
'51901','Albemarle + Charlottesville',VA,8114874,8273812,8650322,9064041,146344,147662,149540,151788,Metro,Federal/State Government
'51933','Montgomery + Radford',VA,3911187,4246228,4572916,5013544,112386,113884,114722,114986,Metro,Federal/State Government
'51941','Prince George + Hopewell',VA,3506139,3494246,3381588,3468145,59446,59620,59675,60658,Metro,Federal/State Government
'51949','Southampton + Franklin',VA,545672,537554,543481,570972,27016,26912,26674,26554,Non-Metro,Federal/State Government
'53019',Ferry,WA,128507,127653,138242,137043,7707,7645,7643,7584,Non-Metro,Federal/State Government
'53023',Garfield,WA,104189,150619,111855,103008,2225,2248,2210,2225,Non-Metro,Federal/State Government
'53035',Kitsap,WA,9275393,9553486,10279274,10573992,254729,253114,254272,260514,Metro,Federal/State Government
'53037',Kittitas,WA,1260264,1288041,1331254,1340884,41630,41853,42518,43057,Non-Metro,Federal/State Government
'53067',Thurston,WA,9563923,9917787,10463740,10461672,258803,262536,265809,269183,Metro,Federal/State Government
'53071',Walla Walla,WA,2509139,2626354,2883777,2952669,59402,59497,59658,60149,Metro,Federal/State Government
'53075',Whitman,WA,1734616,1819213,1884950,1942957,46662,46870,46936,48150,Non-Metro,Federal/State Government
'54003',Berkeley,WV,2915650,2945493,2953649,2881143,106987,108481,110238,111635,Metro,Federal/State Government
'54019',Fayette,WV,1029698,963488,903990,899660,45939,45634,45242,44822,Metro,Federal/State Government
'54021',Gilmer,WV,224483,261156,293618,258245,8774,8636,8505,8320,Non-Metro,Federal/State Government
'54033',Harrison,WV,3714377,4297754,4697873,4494987,69155,68955,68793,68570,Non-Metro,Federal/State Government
'54039',Kanawha,WV,11498386,11413749,11304203,11111067,192159,191404,190167,188207,Metro,Federal/State Government
'54061',Monongalia,WV,5811775,6478622,6564961,6835563,100523,101963,103037,103991,Metro,Federal/State Government
'54063',Monroe,WV,169934,166522,166595,168523,13510,13515,13583,13501,Non-Metro,Federal/State Government
'54077',Preston,WV,618338,600515,620899,625673,33895,33695,33872,33744,Metro,Federal/State Government
'54093',Tucker,WV,217268,230951,226284,257783,6923,6924,6905,6933,Non-Metro,Federal/State Government
'54099',Wayne,WV,958087,982088,966090,914874,41725,41653,41304,40974,Metro,Federal/State Government
'55025',Dane,WI,35635091,36597872,39910054,43394018,503438,510007,516494,522878,Metro,Federal/State Government
'55033',Dunn,WI,1539587,1565897,1619868,1754738,43939,44221,44325,44552,Non-Metro,Federal/State Government
'55043',Grant,WI,1670709,1773926,1861773,1938046,51018,51219,51861,52303,Non-Metro,Federal/State Government
'55081',Monroe,WI,1614174,1667797,1765765,1951788,45114,45222,45348,45519,Non-Metro,Federal/State Government
'55093',Pierce,WI,888471,935872,987894,1043658,40661,40714,40908,40884,Metro,Federal/State Government
'56001',Albany,WY,1234712,1299176,1332578,1358548,37364,37636,37846,38079,Non-Metro,Federal/State Government
'56021',Laramie,WY,5272020,5426477,5376849,5657553,94785,95929,96264,97183,Metro,Federal/State Government
'01005',Barbour,AL,639833,701750,689212,743779,27132,26938,26763,26270,Non-Metro,Manufacturing
'01011',Bullock,AL,191052,190103,178408,178902,10654,10576,10712,10455,Non-Metro,Manufacturing
'01023',Choctaw,AL,524082,506476,528113,512198,13549,13384,13310,13201,Non-Metro,Manufacturing
'01025',Clarke,AL,700361,734215,761377,779734,25148,25105,24862,24726,Non-Metro,Manufacturing
'01027',Clay,AL,232085,266989,270867,280002,13461,13464,13503,13495,Non-Metro,Manufacturing
'01037',Coosa,AL,118371,126113,135096,136743,11201,11058,10794,10687,Non-Metro,Manufacturing
'01041',Crenshaw,AL,387037,428852,391241,407739,13920,13874,13898,13876,Non-Metro,Manufacturing
'01045',Dale,AL,2756921,2868476,2794356,2844568,50296,49753,49389,49370,Non-Metro,Manufacturing
'01047',Dallas,AL,1125070,1145249,1147139,1123580,42748,41950,41532,40893,Non-Metro,Manufacturing
'01049',DeKalb,AL,1485948,1724970,1711137,1767456,70961,70882,70947,70996,Non-Metro,Manufacturing
'01059',Franklin,AL,720181,790238,726761,736392,31652,31505,31540,31542,Non-Metro,Manufacturing
'01071',Jackson,AL,1327414,1401956,1417656,1346872,53087,52939,52580,52298,Non-Metro,Manufacturing
'01075',Lamar,AL,276202,275788,274878,272144,14257,14192,14062,13902,Non-Metro,Manufacturing
'01079',Lawrence,AL,728868,705910,619709,509191,33788,33570,33432,33133,Metro,Manufacturing
'01085',Lowndes,AL,357630,387813,374172,361203,10835,10685,10524,10422,Metro,Manufacturing
'01093',Marion,AL,694213,764694,724233,735849,30520,30283,30250,30145,Non-Metro,Manufacturing
'01095',Marshall,AL,2576840,2835735,2754430,2868111,94182,94318,94320,94693,Non-Metro,Manufacturing
'01099',Monroe,AL,623195,572281,622818,748825,22593,22154,21902,21697,Non-Metro,Manufacturing
'01103',Morgan,AL,4183977,4359324,4508113,4616113,120123,119652,119602,119387,Metro,Manufacturing
'01113',Russell,AL,1201079,1223967,1404698,1531289,57626,59240,59282,58858,Metro,Manufacturing
'01121',Talladega,AL,2422265,2748452,2787548,2869613,81941,81277,81216,80749,Non-Metro,Manufacturing
'01129',Washington,AL,690145,717355,794767,703444,17115,16881,16891,16901,Non-Metro,Manufacturing
'01131',Wilcox,AL,296863,310645,334622,348335,11355,11194,11028,11030,Non-Metro,Manufacturing
'01133',Winston,AL,484525,542100,534540,553862,24171,24150,24083,23854,Non-Metro,Manufacturing
'02013',Aleutians East Borough,AK,111032,136375,141985,183614,3285,3302,3296,3317,Non-Metro,Manufacturing
'02016',Aleutians West Census Area,AK,363807,407249,400982,428271,5688,5715,5780,5739,Non-Metro,Manufacturing
'02060',Bristol Bay Borough,AK,104109,118017,116534,116282,983,954,942,892,Non-Metro,Manufacturing
'02070',Dillingham Census Area,AK,224497,243700,258505,258478,4963,4994,4989,4999,Non-Metro,Manufacturing
'02150',Kodiak Island Borough,AK,741748,799860,856825,903704,14051,14066,13953,13789,Non-Metro,Manufacturing
'05001',Arkansas,AR,830826,944362,937955,978155,18978,18777,18502,18373,Non-Metro,Manufacturing
'05003',Ashley,AR,883239,971152,1028111,988900,21491,21234,20920,20810,Non-Metro,Manufacturing
'05013',Calhoun,AR,288586,303946,308731,339582,5306,5214,5175,5209,Non-Metro,Manufacturing
'05015',Carroll,AR,652964,728623,718322,706748,27574,27745,27742,27744,Non-Metro,Manufacturing
'05027',Columbia,AR,887037,924603,987951,804621,24429,24294,24078,24140,Non-Metro,Manufacturing
'05033',Crawford,AR,1543442,1604051,1635809,1652252,61940,61696,61840,61894,Metro,Manufacturing
'05055',Greene,AR,1158505,1194246,1186599,1291801,43166,43078,43717,44167,Non-Metro,Manufacturing
'05061',Howard,AR,494267,563262,552786,536053,13693,13527,13488,13350,Non-Metro,Manufacturing
'05063',Independence,AR,1445838,1566064,1580325,1372587,36925,36873,37113,37073,Non-Metro,Manufacturing
'05071',Johnson,AR,578655,624174,629596,644069,25911,25896,25998,26146,Non-Metro,Manufacturing
'05081',Little River,AR,498522,466705,429784,370873,12920,12739,12525,12445,Metro,Manufacturing
'05087',Madison,AR,270693,321224,315035,306362,15619,15684,15714,15717,Metro,Manufacturing
'05089',Marion,AR,383695,381016,386988,490682,16616,16446,16421,16214,Non-Metro,Manufacturing
'05093',Mississippi,AR,2155097,2006842,1944988,1875892,45531,44687,44243,43699,Non-Metro,Manufacturing
'05099',Nevada,AR,214488,226529,234978,246907,8911,8791,8689,8553,Non-Metro,Manufacturing
'05127',Scott,AR,196991,234716,221005,206522,10986,10874,10659,10510,Non-Metro,Manufacturing
'05131',Sebastian,AR,6453074,6582390,6770198,6508657,127418,127127,126827,127590,Metro,Manufacturing
'05133',Sevier,AR,353522,396969,395323,386403,17153,17297,17377,17226,Non-Metro,Manufacturing
'05149',Yell,AR,473010,564758,497411,479274,21804,21768,21850,21607,Non-Metro,Manufacturing
'06085',Santa Clara,CA,195550832,213384895,233442273,262053352,1838988,1866961,1889824,1910105,Metro,Manufacturing
'08087',Morgan,CO,1317762,1335373,1388673,1439279,28331,28306,28208,28323,Non-Metro,Manufacturing
'12123',Taylor,FL,571602,631128,619038,701097,22762,22884,22619,22471,Non-Metro,Manufacturing
'13003',Atkinson,GA,151788,162009,172788,202221,8255,8260,8203,8350,Non-Metro,Manufacturing
'13015',Bartow,GA,3479545,3763273,4128776,4084701,100488,101206,101675,102533,Metro,Manufacturing
'13017',Ben Hill,GA,438982,454587,460067,472255,17570,17417,17440,17354,Non-Metro,Manufacturing
'13055',Chattooga,GA,426454,416997,439413,445735,25629,25045,24849,24882,Non-Metro,Manufacturing
'13065',Clinch,GA,176709,205600,208174,220370,6732,6798,6824,6885,Non-Metro,Manufacturing
'13093',Dooly,GA,265888,251522,266089,292236,14344,14290,14124,13923,Non-Metro,Manufacturing
'13099',Early,GA,465669,503361,519229,548922,10615,10509,10448,10487,Non-Metro,Manufacturing
'13103',Effingham,GA,1463565,1559231,1600884,1732193,53400,54488,55506,57155,Metro,Manufacturing
'13105',Elbert,GA,471070,512931,498469,499746,19596,19519,19410,19302,Non-Metro,Manufacturing
'13107',Emanuel,GA,491160,499231,517441,574336,22852,22794,22675,22659,Non-Metro,Manufacturing
'13109',Evans,GA,293674,292354,297793,294596,10664,10781,10827,10724,Non-Metro,Manufacturing
'13129',Gordon,GA,1698862,1722705,1708910,1786382,55674,55696,55800,56323,Non-Metro,Manufacturing
'13137',Habersham,GA,1078275,1136085,1170188,1224129,43478,43283,43688,43926,Non-Metro,Manufacturing
'13139',Hall,GA,7094920,6979035,7434050,7782809,184929,187373,190215,193257,Metro,Manufacturing
'13143',Haralson,GA,634292,576611,582484,621328,28390,28445,28604,28856,Metro,Manufacturing
'13157',Jackson,GA,1897466,1975468,2115693,2556992,60448,60856,61700,63038,Non-Metro,Manufacturing
'13161',Jeff Davis,GA,341104,362136,377464,391854,15134,14979,14853,14922,Non-Metro,Manufacturing
'13189',McDuffie,GA,549009,536658,544891,573732,21666,21549,21558,21525,Metro,Manufacturing
'13193',Macon,GA,325512,324774,325302,348785,14304,13993,13819,13663,Non-Metro,Manufacturing
'13197',Marion,GA,136774,130747,109736,107686,8736,8639,8693,8637,Metro,Manufacturing
'13205',Mitchell,GA,639107,648880,653411,686994,23126,23040,22774,22493,Non-Metro,Manufacturing
'13213',Murray,GA,1038143,933870,933743,1083161,39392,39253,39355,39476,Metro,Manufacturing
'13217',Newton,GA,1831499,1865379,1965836,2198345,101122,102272,103790,105324,Metro,Manufacturing
'13225',Peach,GA,607557,635387,736470,829085,27504,26871,26838,26665,Metro,Manufacturing
'13233',Polk,GA,864504,900028,955887,1022898,41105,41060,40967,41405,Non-Metro,Manufacturing
'13249',Schley,GA,110707,112501,101529,102617,4986,5057,5143,5162,Non-Metro,Manufacturing
'13251',Screven,GA,264762,285262,281118,288039,14193,14179,14029,14123,Non-Metro,Manufacturing
'13271',Telfair,GA,228013,281280,336187,390725,16418,16663,16497,16480,Non-Metro,Manufacturing
'13285',Troup,GA,3057657,3406233,3575038,3918359,68432,68936,69451,69747,Non-Metro,Manufacturing
'13295',Walker,GA,1063796,1127021,1083104,1109281,68191,68288,68289,68053,Metro,Manufacturing
'13307',Webster,GA,43553,45176,44746,47681,2792,2702,2630,2635,Non-Metro,Manufacturing
'13313',Whitfield,GA,4669362,4847896,5005259,5116499,103193,103008,103498,103976,Metro,Manufacturing
'16029',Caribou,ID,446343,454402,377193,438793,6773,6819,6819,6765,Non-Metro,Manufacturing
'17007',Boone,IL,1347656,1438902,1429251,1513481,53802,53779,53706,53490,Metro,Manufacturing
'17017',Cass,IL,500023,570019,553778,543802,13411,13292,13091,12869,Non-Metro,Manufacturing
'17023',Clark,IL,414492,482185,434152,416000,16301,16145,16119,15943,Non-Metro,Manufacturing
'17025',Clay,IL,532417,554631,574707,565452,13717,13522,13413,13378,Non-Metro,Manufacturing
'17033',Crawford,IL,1735056,2025623,2599075,1987066,19621,19495,19368,19413,Non-Metro,Manufacturing
'17041',Douglas,IL,752734,850877,842975,845453,19822,19800,19845,19753,Non-Metro,Manufacturing
'17045',Edgar,IL,637587,734311,680121,644522,18174,17943,17812,17644,Non-Metro,Manufacturing
'17047',Edwards,IL,246644,245484,244472,246521,6726,6671,6622,6520,Non-Metro,Manufacturing
'17115',Macon,IL,6377758,6260576,6487020,6557477,110083,109533,108479,107377,Metro,Manufacturing
'17123',Marshall,IL,345707,372524,368119,343913,12274,12115,11990,11980,Metro,Manufacturing
'17139',Moultrie,IL,891852,852252,947343,704362,14984,14933,14911,14921,Non-Metro,Manufacturing
'17155',Putnam,IL,321069,304200,303885,291338,5880,5815,5788,5636,Non-Metro,Manufacturing
'17157',Randolph,IL,1475616,1581444,1596034,1573024,32987,33122,33092,32846,Non-Metro,Manufacturing
'17177',Stephenson,IL,1854813,2007623,2024342,1922361,46938,46721,46339,45791,Non-Metro,Manufacturing
'17179',Tazewell,IL,12567306,11429134,12551088,11362935,136111,136203,135567,134735,Metro,Manufacturing
'17187',Warren,IL,556250,658119,647644,642113,17736,17627,17809,17507,Non-Metro,Manufacturing
'17195',Whiteside,IL,2230495,2212538,2074783,2025830,57786,57446,57046,56963,Non-Metro,Manufacturing
'17201',Winnebago,IL,12387187,12432567,13197550,13404205,291934,290868,288639,287168,Metro,Manufacturing
'17203',Woodford,IL,948580,1053989,1090441,1028885,38943,39171,39204,39158,Metro,Manufacturing
'18001',Adams,IN,1112408,1266267,1244917,1288907,34439,34664,34764,34967,Non-Metro,Manufacturing
'18005',Bartholomew,IN,6015462,6288770,6385421,6806309,78927,79491,80182,81011,Metro,Manufacturing
'18009',Blackford,IN,233244,251858,258901,263621,12535,12470,12379,12287,Non-Metro,Manufacturing
'18015',Carroll,IN,486331,513377,491655,488213,20129,20110,19937,19890,Metro,Manufacturing
'18017',Cass,IN,1107690,1179883,1208520,1193770,38710,38504,38381,38078,Non-Metro,Manufacturing
'18021',Clay,IN,532899,584853,582150,623639,26825,26734,26486,26485,Metro,Manufacturing
'18023',Clinton,IN,1037865,1108037,1102059,1075060,32942,32883,32610,32567,Non-Metro,Manufacturing
'18031',Decatur,IN,1348787,1382430,1397417,1430196,26049,26208,26452,26393,Non-Metro,Manufacturing
'18033',DeKalb,IN,1998794,2158514,2229832,2383532,42304,42376,42461,42557,Non-Metro,Manufacturing
'18037',Dubois,IN,2151112,2284031,2420544,2464884,42090,42320,42341,42421,Non-Metro,Manufacturing
'18039',Elkhart,IN,9095843,9594466,10127407,10584815,199172,200354,201609,203284,Metro,Manufacturing
'18045',Fountain,IN,513414,523889,494453,501166,17103,16878,16704,16536,Non-Metro,Manufacturing
'18049',Fulton,IN,575436,624414,624070,642734,20655,20434,20502,20328,Non-Metro,Manufacturing
'18051',Gibson,IN,2573386,2724812,2834785,2818621,33565,33556,33833,33762,Non-Metro,Manufacturing
'18053',Grant,IN,2465222,2477261,3121521,3512887,69198,69011,68505,67692,Non-Metro,Manufacturing
'18067',Howard,IN,4392839,5004441,5615022,6123355,82914,82840,82739,82581,Metro,Manufacturing
