county_fips,county_name,state_name,allindustries_2012,allindustries_2013,allindustries_2014,allindustries_2015,pop_2012,pop_2013,pop_2014,pop_2015,metro,specialize
'30065',Musselshell,MT,148564,154900,170367,180429,4679,4640,4602,4578,Non-Metro,Mining
'30083',Richland,MT,824658,901760,989961,992888,10801,11179,11560,11938,Non-Metro,Mining
'30087',Rosebud,MT,728576,758001,793057,842212,9379,9322,9347,9403,Non-Metro,Mining
'30093',Silver Bow,MT,2893758,2781620,2511729,2100769,34470,34507,34693,34579,Non-Metro,Mining
'30095',Stillwater,MT,420677,504211,521963,534715,9209,9315,9298,9483,Non-Metro,Mining
'30097',Sweet Grass,MT,161854,193376,200541,223219,3596,3672,3656,3624,Non-Metro,Mining
'30101',Toole,MT,304084,304526,296566,283888,5235,5129,5130,5099,Non-Metro,Mining
'32007',Elko,NV,2945299,2929544,2803048,2568669,51070,52464,52648,51796,Non-Metro,Mining
'32009',Esmeralda,NV,62323,67254,59446,48171,770,831,811,807,Non-Metro,Mining
'32011',Eureka,NV,1885802,1498555,1163430,965124,1996,2056,1988,2027,Non-Metro,Mining
'32013',Humboldt,NV,1603459,1511996,1390275,1104016,17068,17336,17209,17002,Non-Metro,Mining
'32015',Lander,NV,903041,776344,671332,619632,5931,6056,5966,5879,Non-Metro,Mining
'32027',Pershing,NV,303839,269305,255903,237484,6768,6847,6677,6599,Non-Metro,Mining
'32033',White Pine,NV,690758,586796,539157,506940,9986,10004,9977,9815,Non-Metro,Mining
'35015',Eddy,NM,4390983,4927148,5971424,5173717,54424,55599,56591,57611,Non-Metro,Mining
'35017',Grant,NM,1117430,1132471,1180618,1126995,29320,29241,28988,28564,Non-Metro,Mining
'35025',Lea,NM,5346367,5819372,6081925,5172018,66182,68164,69707,70848,Non-Metro,Mining
'35045',San Juan,NM,7287704,7180814,7392231,6631141,128331,126518,124055,118701,Metro,Mining
'38011',Bowman,ND,243106,252276,227863,201716,3211,3218,3238,3281,Non-Metro,Mining
'38025',Dunn,ND,641863,717812,730987,535942,3967,4144,4369,4574,Non-Metro,Mining
'38053',McKenzie,ND,1356256,1621065,2071301,1948551,7963,9255,10960,12792,Non-Metro,Mining
'38057',Mercer,ND,784600,880433,930198,959876,8492,8596,8741,8831,Non-Metro,Mining
'38061',Mountrail,ND,1106936,1474849,1796501,1458257,8741,9336,9751,10307,Non-Metro,Mining
'38089',Stark,ND,3688703,3901577,4693778,3565798,26919,28406,30524,32139,Non-Metro,Mining
'38105',Williams,ND,7028932,7808579,9072102,7354305,26741,29608,32143,35387,Non-Metro,Mining
'39013',Belmont,OH,2444610,2640049,2970057,2876094,69612,69494,69324,69039,Metro,Mining
'39067',Harrison,OH,319108,378402,465973,563918,15703,15625,15546,15424,Non-Metro,Mining
'40009',Beckham,OK,1501783,1612634,1785033,1493287,23123,23521,23661,23628,Non-Metro,Mining
'40011',Blaine,OK,313832,307808,375785,375988,9814,9784,9854,9788,Non-Metro,Mining
'40019',Carter,OK,2696262,2593770,2790600,2602770,48099,48590,48738,48666,Non-Metro,Mining
'40039',Custer,OK,1390785,1410213,1444101,1356839,28511,29298,29522,29614,Non-Metro,Mining
'40043',Dewey,OK,239664,257617,280872,292389,4786,4827,4934,4944,Non-Metro,Mining
'40045',Ellis,OK,247713,261962,275907,193267,4069,4129,4112,4227,Non-Metro,Mining
'40049',Garvin,OK,1420596,1206207,1266868,1269865,27302,27380,27533,27795,Non-Metro,Mining
'40061',Haskell,OK,270550,278962,287018,288097,12866,12925,12840,12796,Non-Metro,Mining
'40073',Kingfisher,OK,679598,726950,853953,682965,14989,15284,15477,15571,Non-Metro,Mining
'40077',Latimer,OK,309375,309084,347789,357227,10946,10696,10649,10512,Non-Metro,Mining
'40083',Logan,OK,687903,696255,728223,684784,43673,44378,45259,45956,Metro,Mining
'40093',Major,OK,443151,377563,365580,363875,7669,7684,7739,7740,Non-Metro,Mining
'40109',Oklahoma,OK,48728268,51075259,53218061,54586471,742541,755639,766389,775949,Metro,Mining
'40113',Osage,OK,688782,669482,748461,671183,47996,47946,48049,47816,Metro,Mining
'40117',Pawnee,OK,309435,309852,317335,292431,16457,16473,16350,16455,Metro,Mining
'40129',Roger Mills,OK,186393,190687,215025,181640,3773,3741,3753,3755,Non-Metro,Mining
'40133',Seminole,OK,744536,778696,767781,670406,25468,25474,25381,25486,Non-Metro,Mining
'40137',Stephens,OK,1904523,1940681,2256907,1620521,44873,44989,44553,44648,Non-Metro,Mining
'40143',Tulsa,OK,49629245,53783348,59567039,50334620,614582,623055,629978,638558,Metro,Mining
'40147',Washington,OK,2679380,3312299,3932003,3871600,51579,51633,52017,52145,Non-Metro,Mining
'40149',Washita,OK,272328,279376,297942,259070,11654,11739,11588,11704,Non-Metro,Mining
'40151',Woods,OK,460212,490830,552017,538516,8838,9008,9262,9317,Non-Metro,Mining
'40153',Woodward,OK,1311586,1434837,1569796,1213795,20622,21177,21453,21488,Non-Metro,Mining
'42005',Armstrong,PA,2660408,2809596,3145059,2492397,68367,68095,67660,66953,Metro,Mining
'42059',Greene,PA,3001243,3248511,3434599,2729748,38063,37862,37783,37438,Non-Metro,Mining
'42063',Indiana,PA,4186318,4328577,4631158,4357639,88255,88264,87597,86977,Non-Metro,Mining
'42083',McKean,PA,1868601,1810369,2040123,1843052,43234,42844,42670,42416,Non-Metro,Mining
'42115',Susquehanna,PA,1039679,1148870,1234231,1180795,42758,42266,41828,41448,Non-Metro,Mining
'48003',Andrews,TX,1018074,1169960,1288251,1044121,16107,16776,17405,18026,Non-Metro,Mining
'48009',Archer,TX,253119,310821,306953,251121,8785,8760,8793,8711,Metro,Mining
'48013',Atascosa,TX,1514256,1818801,2084511,2299726,46455,47078,47787,48435,Metro,Mining
'48051',Burleson,TX,464850,485736,484776,478404,17329,17178,17292,17525,Metro,Mining
'48077',Clay,TX,156339,172088,167454,162453,10513,10449,10356,10324,Metro,Mining
'48081',Coke,TX,62204,70348,68939,64049,3218,3196,3232,3230,Non-Metro,Mining
'48097',Cooke,TX,2324792,2638683,2903474,2632289,38771,38502,38739,39110,Non-Metro,Mining
'48103',Crane,TX,275934,298260,296803,206897,4562,4756,4928,5039,Non-Metro,Mining
'48105',Crockett,TX,138214,152920,149141,154853,3717,3763,3796,3742,Non-Metro,Mining
'48127',Dimmit,TX,628533,698749,776771,792013,10487,10906,11026,10995,Non-Metro,Mining
'48131',Duval,TX,357250,368377,354593,290860,11586,11606,11530,11399,Non-Metro,Mining
'48133',Eastland,TX,903118,1128405,1055467,939247,18408,18231,18212,18133,Non-Metro,Mining
'48135',Ector,TX,9770169,10576141,11571238,10560390,144513,149651,154570,159689,Metro,Mining
'48161',Freestone,TX,1183971,1198438,1171820,1242570,19431,19553,19622,19693,Non-Metro,Mining
'48163',Frio,TX,706497,786512,1010252,907936,17876,18257,18693,18930,Non-Metro,Mining
'48165',Gaines,TX,710176,799030,863174,869862,18377,18895,19400,20276,Non-Metro,Mining
'48169',Garza,TX,282814,316729,301562,216107,6450,6401,6418,6383,Non-Metro,Mining
'48179',Gray,TX,1214964,1278396,1241665,1073772,22834,22926,23420,23236,Non-Metro,Mining
'48183',Gregg,TX,8321480,8578006,9045741,8543100,122835,123043,122967,123827,Metro,Mining
'48201',Harris,TX,377095884,395892886,402388140,395784448,4259206,4346883,4441928,4533341,Metro,Mining
'48203',Harrison,TX,3730271,3839040,3936891,4313732,66283,66218,66514,66606,Non-Metro,Mining
'48211',Hemphill,TX,467346,542491,587559,432988,4070,4125,4161,4270,Non-Metro,Mining
'48219',Hockley,TX,1232288,1359041,1433453,1229668,23108,23477,23565,23461,Non-Metro,Mining
'48221',Hood,TX,1580716,1802944,2071721,1893170,52127,52893,53863,55344,Metro,Mining
'48227',Howard,TX,1417447,1525263,1469979,1439727,35490,36196,36517,37202,Non-Metro,Mining
'48233',Hutchinson,TX,1364783,1471130,1537461,1470908,21960,21844,21840,21755,Non-Metro,Mining
'48235',Irion,TX,129732,182443,254122,190623,1573,1601,1567,1546,Metro,Mining
'48237',Jack,TX,433252,516827,566557,457933,8999,8905,8857,8823,Non-Metro,Mining
'48249',Jim Wells,TX,2448676,2546993,2736443,2263502,41672,41697,41458,41456,Non-Metro,Mining
'48261',Kenedy,TX,170488,179277,187033,162387,440,426,414,412,Non-Metro,Mining
'48275',Knox,TX,122812,141882,158244,127941,3761,3764,3851,3851,Non-Metro,Mining
'48283',La Salle,TX,417896,479284,527239,473814,7141,7429,7469,7638,Non-Metro,Mining
'48289',Leon,TX,609162,668291,740588,729847,16748,16668,16793,17102,Non-Metro,Mining
'48295',Lipscomb,TX,172177,178366,201248,192956,3457,3484,3555,3553,Non-Metro,Mining
'48297',Live Oak,TX,660222,747240,710400,725123,11683,11849,12075,12219,Non-Metro,Mining
'48311',McMullen,TX,66517,89916,112115,120676,735,763,799,825,Non-Metro,Mining
'48319',Mason,TX,110257,157872,161117,161868,4042,4091,4062,4015,Non-Metro,Mining
'48329',Midland,TX,24144006,29197769,32072013,22959117,147139,152052,156059,161272,Metro,Mining
'48337',Montague,TX,579691,665744,673560,555963,19470,19383,19386,19269,Non-Metro,Mining
'48357',Ochiltree,TX,974523,1136960,1212633,920559,10559,10651,10673,10698,Non-Metro,Mining
'48363',Palo Pinto,TX,855832,863649,929339,865770,27846,27852,27978,27882,Non-Metro,Mining
'48365',Panola,TX,914368,1024971,1152821,1088022,24010,23829,23807,23717,Non-Metro,Mining
'48371',Pecos,TX,658833,627243,703305,667020,15570,15670,15862,16059,Non-Metro,Mining
'48383',Reagan,TX,231715,249938,283900,247821,3464,3598,3726,3731,Non-Metro,Mining
'48389',Reeves,TX,312500,345405,417260,438267,13925,14126,14429,14789,Non-Metro,Mining
'48391',Refugio,TX,296090,336670,342791,273381,7251,7280,7364,7359,Non-Metro,Mining
'48395',Robertson,TX,960237,1077746,1150215,1122455,16449,16420,16415,16648,Metro,Mining
'48401',Rusk,TX,2331288,2359071,2264021,2045203,53800,53349,53170,52934,Metro,Mining
'48413',Schleicher,TX,108385,113939,122264,109678,3255,3193,3156,3196,Non-Metro,Mining
'48415',Scurry,TX,1077871,1252174,1325781,1109852,17083,17230,17357,17566,Non-Metro,Mining
'48417',Shackelford,TX,666874,855362,985062,629289,3344,3349,3290,3316,Non-Metro,Mining
'48429',Stephens,TX,635287,715422,690460,436307,9475,9832,9818,9904,Non-Metro,Mining
'48431',Sterling,TX,203468,213246,221024,187826,1191,1237,1358,1359,Non-Metro,Mining
'48433',Stonewall,TX,100926,148246,142970,162403,1467,1429,1400,1412,Non-Metro,Mining
'48435',Sutton,TX,422151,447304,496400,416761,3932,4003,3973,3904,Non-Metro,Mining
'48445',Terry,TX,355627,376524,409124,431981,12604,12687,12774,12755,Non-Metro,Mining
'48461',Upton,TX,274571,304621,345087,282178,3258,3363,3453,3626,Non-Metro,Mining
'48469',Victoria,TX,4425506,4839722,5258265,5012556,89076,90075,91088,92237,Metro,Mining
'48475',Ward,TX,611527,653301,720274,644680,10865,11244,11601,11668,Non-Metro,Mining
'48483',Wheeler,TX,282464,326777,321049,266409,5593,5716,5688,5666,Non-Metro,Mining
'48485',Wichita,TX,6330074,6850957,6477063,5704974,131804,132501,133073,131522,Metro,Mining
'48495',Winkler,TX,321470,351191,382600,327640,7338,7603,7786,7996,Non-Metro,Mining
'48497',Wise,TX,2899972,2988864,3252365,2999852,60412,61025,61717,62836,Metro,Mining
'48501',Yoakum,TX,738168,725698,788832,616378,8057,8196,8324,8513,Non-Metro,Mining
'48503',Young,TX,987853,1077305,1062487,824293,18301,18369,18326,18228,Non-Metro,Mining
'48505',Zapata,TX,562016,625436,657251,474973,14235,14358,14338,14397,Non-Metro,Mining
'49007',Carbon,UT,1089930,1118425,1261637,1067473,21242,20935,20659,20430,Non-Metro,Mining
'49013',Duchesne,UT,1196143,1297353,1377845,1012153,19003,20010,20260,20781,Non-Metro,Mining
'49015',Emery,UT,1046654,1052038,1082729,986094,10919,10738,10625,10352,Non-Metro,Mining
'49037',San Juan,UT,430742,463715,438764,371636,14900,14988,15208,15707,Non-Metro,Mining
'49047',Uintah,UT,1965428,2111127,2371843,2130533,34682,35737,36958,37789,Non-Metro,Mining
'51027',Buchanan,VA,940348,856565,988198,864033,23920,23691,23223,22780,Non-Metro,Mining
'51051',Dickenson,VA,375238,362238,428958,393290,15674,15464,15281,15135,Non-Metro,Mining
'51955','Wise + Norton',VA,1356435,1250797,1284125,1250446,44938,44685,43963,43580,Non-Metro,Mining
'54001',Barbour,WV,311529,314176,305845,298674,16866,16882,16914,16968,Non-Metro,Mining
'54005',Boone,WV,1255899,1106152,921217,739883,24374,24078,23696,23263,Metro,Mining
'54013',Calhoun,WV,146245,143397,153379,117964,7595,7539,7512,7430,Non-Metro,Mining
'54015',Clay,WV,176242,118271,105487,97226,9263,9205,8934,8905,Metro,Mining
'54017',Doddridge,WV,111701,149050,186400,192245,8213,8413,8272,8506,Non-Metro,Mining
'54041',Lewis,WV,792161,849664,938145,785657,16440,16457,16456,16447,Non-Metro,Mining
'54043',Lincoln,WV,291501,315992,283044,243075,21647,21551,21612,21370,Metro,Mining
'54045',Logan,WV,1317977,1271397,1210677,1128511,36336,35983,35295,34514,Non-Metro,Mining
'54047',McDowell,WV,777385,705533,585482,464591,21335,20901,20291,19698,Non-Metro,Mining
'54049',Marion,WV,2083985,2140746,2096665,1994024,56768,56725,56776,56771,Non-Metro,Mining
'54059',Mingo,WV,1150128,1041208,891697,724819,26186,25974,25691,25249,Non-Metro,Mining
'54067',Nicholas,WV,778754,705908,688733,610484,26226,25925,25705,25547,Non-Metro,Mining
'54081',Raleigh,WV,3188741,3181004,3175723,3024719,79201,78780,78238,77433,Metro,Mining
'54087',Roane,WV,274632,326790,356471,299646,14696,14624,14606,14430,Non-Metro,Mining
'54097',Upshur,WV,757695,743022,761155,755413,24488,24629,24661,24726,Non-Metro,Mining
'54101',Webster,WV,189116,200624,189962,174027,9027,8873,8821,8732,Non-Metro,Mining
'54109',Wyoming,WV,621631,671589,612191,576202,23249,22964,22556,22152,Non-Metro,Mining
'56003',Big Horn,WY,498189,529967,516985,482447,11781,11979,11898,11991,Non-Metro,Mining
'56005',Campbell,WY,6447775,6368010,6292831,5439907,47872,48116,48241,49333,Non-Metro,Mining
'56009',Converse,WY,1062826,1114560,1087843,1018834,14035,14358,14210,14321,Non-Metro,Mining
'56011',Crook,WY,254178,270834,274651,260258,7152,7154,7237,7414,Non-Metro,Mining
'56023',Lincoln,WY,809056,854716,899031,889217,17940,18327,18580,18757,Non-Metro,Mining
'56025',Natrona,WY,6205234,6015700,6288682,5541589,78602,81092,81432,82191,Metro,Mining
'56035',Sublette,WY,965968,924092,982564,759483,10414,10082,10019,9877,Non-Metro,Mining
'56037',Sweetwater,WY,4281177,4614269,4615073,4472609,45086,45144,44970,44693,Non-Metro,Mining
'56041',Uinta,WY,1014854,1046693,1063611,1034587,20997,21006,20871,20819,Non-Metro,Mining
'56045',Weston,WY,332472,306384,312816,347555,7065,7163,7179,7230,Non-Metro,Mining
'01001',Autauga,AL,1383941,1363368,1402516,1539406,55027,54792,54977,55035,Metro,Nonspecialized
'01007',Bibb,AL,297560,325906,329087,322307,22645,22501,22511,22561,Metro,Nonspecialized
'01009',Blount,AL,632761,701145,688525,819608,57772,57746,57621,57676,Metro,Nonspecialized
'01013',Butler,AL,514216,522547,512826,542129,20665,20330,20283,20126,Non-Metro,Nonspecialized
'01017',Chambers,AL,567650,629384,687210,731197,34084,34123,33996,34043,Non-Metro,Nonspecialized
'01019',Cherokee,AL,443582,478273,454068,440373,26017,26074,25944,25726,Non-Metro,Nonspecialized
'01021',Chilton,AL,715347,783607,779094,805516,43693,43769,43874,43809,Metro,Nonspecialized
'01029',Cleburne,AL,249914,248990,261609,285859,14928,15031,15076,14996,Non-Metro,Nonspecialized
'01031',Coffee,AL,1084201,1113613,1157102,1321986,51180,50729,50757,51063,Non-Metro,Nonspecialized
'01033',Colbert,AL,2393641,2661712,2860281,3040721,54493,54456,54427,54295,Metro,Nonspecialized
'01035',Conecuh,AL,256668,265534,262465,268734,13007,12866,12621,12597,Non-Metro,Nonspecialized
'01039',Covington,AL,978150,1046385,1048413,1069831,37842,37890,37795,37661,Non-Metro,Nonspecialized
'01043',Cullman,AL,2301223,2405065,2389183,2421807,80351,80731,81167,81858,Non-Metro,Nonspecialized
'01051',Elmore,AL,1396129,1526226,1577923,1639473,80291,80661,80794,81238,Metro,Nonspecialized
'01053',Escambia,AL,1056880,1063479,1068087,1045045,38063,37877,37878,37827,Non-Metro,Nonspecialized
'01055',Etowah,AL,2607155,2635496,2634960,2715868,104215,103790,103371,102873,Metro,Nonspecialized
'01057',Fayette,AL,260930,273359,279310,287380,16966,16858,16821,16723,Non-Metro,Nonspecialized
'01061',Geneva,AL,406627,442997,432996,450916,27012,26754,26688,26755,Metro,Nonspecialized
'01063',Greene,AL,246604,231373,232876,208055,8837,8702,8525,8450,Non-Metro,Nonspecialized
'01065',Hale,AL,226473,275802,255607,258123,15393,15293,15081,15075,Metro,Nonspecialized
'01067',Henry,AL,259333,301715,318028,318571,17237,17188,17156,17191,Metro,Nonspecialized
'01069',Houston,AL,4122576,4268062,4333916,4346441,103382,103614,104177,104225,Metro,Nonspecialized
'01073',Jefferson,AL,42005734,41696911,41641662,42641286,657639,658578,659733,660007,Metro,Nonspecialized
'01077',Lauderdale,AL,2325961,2445595,2449407,2462678,92694,92713,93005,92477,Metro,Nonspecialized
'01091',Marengo,AL,574835,611252,638448,648089,20451,20208,20086,19912,Non-Metro,Nonspecialized
'01097',Mobile,AL,17983867,17833077,17962739,18071729,413760,413884,414342,414634,Metro,Nonspecialized
'01105',Perry,AL,179161,177449,174523,169684,10184,9995,9842,9683,Non-Metro,Nonspecialized
'01107',Pickens,AL,274572,341289,354780,358884,19359,19370,20332,20827,Metro,Nonspecialized
'01111',Randolph,AL,335720,373706,350097,351946,22623,22629,22468,22703,Non-Metro,Nonspecialized
'01115',St. Clair,AL,1458587,1606558,1641699,1716644,85168,86225,86482,86986,Metro,Nonspecialized
'01117',Shelby,AL,8391914,8738567,9274366,10371069,200789,203825,205990,208527,Metro,Nonspecialized
'01123',Tallapoosa,AL,1004256,1005985,1091584,1144977,41144,41139,41027,40755,Non-Metro,Nonspecialized
'01127',Walker,AL,1577706,1621790,1662302,1646922,66211,65934,65564,65291,Metro,Nonspecialized
'02050',Bethel Census Area,AK,699678,689995,688494,690257,17695,17865,17959,17940,Non-Metro,Nonspecialized
02158',Kusilvak Census Area,AK,127397,127478,136835,134752,7792,7950,8063,8109,Non-Metro,Nonspecialized
'02180',Nome Census Area,AK,402931,404323,424720,417264,9873,9897,9834,9875,Non-Metro,Nonspecialized
'02195',Petersburg Borough,AK,146199,135561,140840,162064,3263,3245,3175,3149,Non-Metro,Nonspecialized
'02220',Sitka City and Borough,AK,404873,426893,454757,469336,9048,9001,8883,8844,Non-Metro,Nonspecialized
'02290',Yukon-Koyukuk Census Area,AK,316396,282466,235460,236541,5728,5658,5548,5541,Non-Metro,Nonspecialized
'04013',Maricopa,AZ,191057142,197090923,204933478,215381372,3942959,4011219,4083931,4161637,Metro,Nonspecialized
'04019',Pima,AZ,36093975,35534437,35943399,37022816,992490,996634,1003157,1008205,Metro,Nonspecialized
'04021',Pinal,AZ,6093707,6206936,6317431,6430319,382259,384978,396024,406220,Metro,Nonspecialized
'05005',Baxter,AR,1043237,1050638,1099863,1109428,41068,40962,40797,41070,Non-Metro,Nonspecialized
'05007',Benton,AR,10704104,11819897,12578216,13042838,234243,238778,243991,250851,Metro,Nonspecialized
'05009',Boone,AR,1119565,1120067,1165055,1155778,37356,37412,37206,37229,Non-Metro,Nonspecialized
'05011',Bradley,AR,240726,250513,258688,266088,11273,11133,11024,11053,Non-Metro,Nonspecialized
'05025',Cleveland,AR,91220,100524,110988,109984,8615,8539,8410,8299,Metro,Nonspecialized
'05029',Conway,AR,595300,670258,736050,673843,21205,21145,21019,20994,Non-Metro,Nonspecialized
'05031',Craighead,AR,3707662,3902656,4038126,4328798,99948,101654,102621,104362,Metro,Nonspecialized
'05035',Crittenden,AR,1431966,1520111,1554104,1551934,50065,49730,49538,48985,Metro,Nonspecialized
'05037',Cross,AR,438719,447194,439251,434502,17651,17492,17182,17282,Non-Metro,Nonspecialized
'05039',Dallas,AR,177988,190678,194321,193874,7979,7922,7735,7583,Non-Metro,Nonspecialized
'05041',Desha,AR,428200,461322,453585,437173,12575,12467,12245,12007,Non-Metro,Nonspecialized
'05045',Faulkner,AR,3726513,3726654,3873735,3938602,118534,119299,120683,121343,Metro,Nonspecialized
'05047',Franklin,AR,391648,432271,459442,485618,17957,17934,17767,17709,Non-Metro,Nonspecialized
'05049',Fulton,AR,150771,171973,178020,170877,12246,12243,12130,12188,Non-Metro,Nonspecialized
'05053',Grant,AR,303900,326718,343601,347160,18026,18035,18059,18030,Metro,Nonspecialized
'05057',Hempstead,AR,664534,778163,802286,749583,22346,22392,22289,22038,Non-Metro,Nonspecialized
'05059',Hot Spring,AR,781325,779507,730450,833703,33457,33495,33389,33483,Non-Metro,Nonspecialized
'05073',Lafayette,AR,122883,145970,150699,156473,7441,7245,7119,6981,Non-Metro,Nonspecialized
'05075',Lawrence,AR,313636,337997,348504,338721,17047,17067,16987,16741,Non-Metro,Nonspecialized
'05083',Logan,AR,429941,465228,461658,464774,22018,22111,21959,21796,Non-Metro,Nonspecialized
'05085',Lonoke,AR,1036485,1124040,1142802,1159929,70101,70807,71563,71697,Metro,Nonspecialized
'05091',Miller,AR,1199015,1121848,1103427,1098014,43649,43440,43556,43899,Metro,Nonspecialized
'05095',Monroe,AR,216154,226922,218108,212598,7843,7670,7612,7415,Non-Metro,Nonspecialized
'05105',Perry,AR,101627,107177,101764,110600,10336,10337,10244,10182,Metro,Nonspecialized
'05107',Phillips,AR,468293,512369,498461,473138,20762,20437,19938,19534,Non-Metro,Nonspecialized
'05109',Pike,AR,201756,219915,221650,214754,11270,11126,11002,10854,Non-Metro,Nonspecialized
'05111',Poinsett,AR,521451,547539,560008,557455,24293,24156,24155,24028,Metro,Nonspecialized
'05113',Polk,AR,415129,430748,428981,420149,20440,20361,20252,20225,Non-Metro,Nonspecialized
'05115',Pope,AR,2503731,2604275,2788830,2976725,62631,62538,63094,63492,Non-Metro,Nonspecialized
'05121',Randolph,AR,318848,345671,353885,350713,17854,17621,17540,17455,Non-Metro,Nonspecialized
'05125',Saline,AR,1840987,1928262,1971956,2122479,111758,114287,115780,117358,Metro,Nonspecialized
'05129',Searcy,AR,109258,108907,106812,98899,7988,7979,7908,7850,Non-Metro,Nonspecialized
'05135',Sharp,AR,255063,268007,267839,266674,17061,17084,16904,16931,Non-Metro,Nonspecialized
'05137',Stone,AR,176225,185198,195367,205549,12610,12490,12445,12430,Non-Metro,Nonspecialized
'05141',Van Buren,AR,383114,425162,504571,547200,17167,16992,16893,16780,Non-Metro,Nonspecialized
'05143',Washington,AR,9630946,10238274,10500489,11253194,211497,215979,219891,224233,Metro,Nonspecialized
'05145',White,AR,2208213,2171454,2225055,2179893,78670,78635,78532,79013,Non-Metro,Nonspecialized
'05147',Woodruff,AR,171906,176860,169510,164077,7068,7042,6886,6727,Non-Metro,Nonspecialized
'06001',Alameda,CA,93795276,99492172,106057994,112766230,1555542,1581226,1608868,1632747,Metro,Nonspecialized
'06007',Butte,CA,6399648,6820253,6938254,7457074,221180,222116,223974,225251,Metro,Nonspecialized
'06013',Contra Costa,CA,62121185,62930877,68928710,72356202,1078242,1094030,1108996,1123231,Metro,Nonspecialized
'06019',Fresno,CA,33775353,36692141,38642248,40842015,946844,953762,963151,972130,Metro,Nonspecialized
'06023',Humboldt,CA,3846207,4023038,4175537,4364047,134663,134555,134665,135383,Non-Metro,Nonspecialized
'06029',Kern,CA,39340854,41281405,43817141,42087329,855808,864454,872138,879497,Metro,Nonspecialized
'06033',Lake,CA,1337816,1405460,1472945,1539442,63942,63776,64099,64446,Non-Metro,Nonspecialized
'06037',Los Angeles,CA,593671075,617139519,654038890,691948578,9953555,10015436,10066615,10112255,Metro,Nonspecialized
'06039',Madera,CA,4438122,4727445,5138918,5382609,151947,151811,154071,154306,Metro,Nonspecialized
'06047',Merced,CA,6707751,7281504,7923554,7851279,261430,262661,265139,267101,Metro,Nonspecialized
'06059',Orange,CA,216205203,224136032,236013076,260660422,3084935,3112576,3134438,3156573,Metro,Nonspecialized
'06069',San Benito,CA,1611342,1676536,1752964,1918158,56799,57471,58098,58473,Metro,Nonspecialized
'06071',San Bernardino,CA,63540956,66250255,70152496,74457899,2077247,2087945,2105935,2122545,Metro,Nonspecialized
'06073',San Diego,CA,191216801,199478489,206197873,214056241,3181513,3218419,3258856,3290245,Metro,Nonspecialized
'06075',San Francisco,CA,119746763,129953560,141118873,154176940,828816,839280,850424,862004,Metro,Nonspecialized
'06077',San Joaquin,CA,21697175,22959173,24133476,26492835,700611,703265,713218,723496,Metro,Nonspecialized
'06081',San Mateo,CA,78166257,90102367,91609567,99010973,739982,748952,756819,763191,Metro,Nonspecialized
'06083',Santa Barbara,CA,21854525,22766448,23743528,24973342,430638,435800,440553,443815,Metro,Nonspecialized
'06089',Shasta,CA,5844376,6050272,6248192,6558225,178430,179062,179717,179301,Metro,Nonspecialized
'06093',Siskiyou,CA,1077938,1145062,1242815,1352746,44147,43632,43476,43483,Non-Metro,Nonspecialized
'06095',Solano,CA,20319752,20748635,21203208,21213475,419881,423972,429601,434321,Metro,Nonspecialized
'06099',Stanislaus,CA,17039050,17722107,18801593,20104950,521360,524744,529754,535385,Metro,Nonspecialized
'06101',Sutter,CA,2792070,2931894,3156588,3253875,94362,94801,95236,95978,Metro,Nonspecialized
'06103',Tehama,CA,1301677,1431090,1518503,1600246,63133,62835,62756,63073,Non-Metro,Nonspecialized
'06107',Tulare,CA,13225789,13666882,14224950,15100773,450701,453354,456115,458238,Metro,Nonspecialized
'06111',Ventura,CA,46895460,49426955,51296547,52597128,834519,839498,844078,847719,Metro,Nonspecialized
'08001',Adams,CO,18730462,19228002,20819307,21590026,460472,470107,480446,490674,Metro,Nonspecialized
'08005',Arapahoe,CO,34198561,40832062,41478583,43330187,596066,607660,618307,629241,Metro,Nonspecialized
'08013',Boulder,CO,21331648,20138703,22085692,24023553,305350,310287,313204,318738,Metro,Nonspecialized
'08014',Broomfield,CO,7021068,7567212,7266875,7684974,58930,60116,61786,64885,Metro,Nonspecialized
'08031',Denver,CO,66577646,69037502,75060500,75738881,633563,647433,662425,680032,Metro,Nonspecialized
'08035',Douglas,CO,13808387,13103423,14559310,15286731,298754,306442,314981,322381,Metro,Nonspecialized
'08041',El Paso,CO,26676740,28064977,29688821,30633262,645641,654993,662647,674290,Metro,Nonspecialized
'08059',Jefferson,CO,21362769,23472977,24347177,26046384,546080,551912,559076,565143,Metro,Nonspecialized
'08071',Las Animas,CO,412501,412232,407248,393012,14967,14401,14072,14067,Non-Metro,Nonspecialized
'08077',Mesa,CO,5585262,5429358,5791503,5866326,147471,147372,147502,148401,Metro,Nonspecialized
'08083',Montezuma,CO,642252,704113,726512,727566,25437,25657,25783,26153,Non-Metro,Nonspecialized
'08085',Montrose,CO,1151941,1137377,1160902,1223022,40678,40634,40747,40800,Non-Metro,Nonspecialized
'08089',Otero,CO,472896,512834,490958,494277,18689,18525,18407,18284,Non-Metro,Nonspecialized
'08099',Prowers,CO,400007,415942,401060,404004,12408,12286,12040,11949,Non-Metro,Nonspecialized
'08101',Pueblo,CO,4956921,4849881,5032542,5277389,160397,160803,161350,163117,Metro,Nonspecialized
'08105',Rio Grande,CO,317361,313924,329882,356725,11882,11725,11561,11467,Non-Metro,Nonspecialized
